D�a;Mes;Hora;Minuto;Dia/noche;Sistema FV Andes 80kWp - Lufft WS501 BM: RS485-2 67 - Humedad relativa del aire 1 [%] - E_AH_REL1;Sistema FV Andes 80kWp - Meteocontrol Si-I-420-T BM: MI-1 BM: MI-2 - Radiación [Wh/m²] - SRAD;Sistema FV Andes 80kWp - Básicos - Temperatura de modulos [°C] - T_M0;Sistema FV Andes 80kWp - Básicos - TempT [t] - TA;Sistema FV Andes 80kWp - Lufft WS501 BM: RS485-2 67 - Radiación [Wh/m²] - SRAD
21;1;6;0;1;82.087;1.008;13.301;25.459;0.048
21;1;6;15;1;82.046;1.686;13.501;25.557;0.859
21;1;6;30;1;81.935;6.941;13.578;25.608;6.067
21;1;6;45;1;80.515;21.78;14.347;26.831;23.139
21;1;7;0;1;79.578;52.678;15.386;27.85;57.589
21;1;7;15;1;78.825;43.535;15.855;28.439;45.365
21;1;7;30;1;78.415;75.431;17.255;30.029;76.048
21;1;7;45;1;77.476;106.697;19.117;31.941;114.577
21;1;8;0;1;72.548;253.755;22.927;35.474;232.594
21;1;8;15;1;65.692;365.359;30.883;41.009;319.886
21;1;8;30;1;61.591;361.42;33.114;42.355;322.121
21;1;8;45;1;62.309;385.767;35.037;42.928;352.996
21;1;9;0;1;64.839;247.327;28.631;39.81;239.782
21;1;9;15;1;66.007;166.627;25.119;37.822;179.659
21;1;9;30;1;68.797;152.308;22.47;35.789;160.548
21;1;9;45;1;60.537;550.681;34.899;42.587;529.735
21;1;10;0;1;54.305;806.641;46.914;45.039;760.241
21;1;10;15;1;52.124;753.229;51.441;44.884;712.191
21;1;10;30;1;58.019;151.101;30.326;41.162;145.472
21;1;10;45;1;58.697;706.257;37.428;43.393;693.967
21;1;11;0;1;54.131;956.139;45.671;45.233;939.459
21;1;11;15;1;53.035;599.463;41.276;44.571;616.759
21;1;11;30;1;51.882;410.575;34.271;43.209;438.419
21;1;11;45;1;52.185;358.833;33.523;42.876;393.726
21;1;12;0;0;51.545;578.142;37.129;43.752;614.243
21;1;12;15;0;50.727;263.745;34.682;43.105;257.143
21;1;12;30;0;64.035;10.793;22.881;37.212;0.083
21;1;12;45;0;79.464;6.829;16.291;31.312;0.473
21;1;1;0;0;85.717;22.328;15.355;29.723;19.684
21;1;1;15;0;89.656;26.067;14.727;28.427;23.847
21;1;1;30;0;90.144;13.109;14.14;27.453;11.713
21;1;1;45;0;92.825;13.192;13.671;26.574;11.593
21;1;2;0;0;90.799;19.825;13.703;26.638;20.836
21;1;2;15;0;89.701;68.175;14.915;27.829;81.429
21;1;2;30;0;85.649;206.719;18.135;30.857;261.82
21;1;2;45;0;77.257;304.646;23.885;36.418;462.549
21;1;3;0;0;65.909;264.769;24.719;37.72;468.461
21;1;3;15;0;68.529;191.702;22.313;35.871;226.521
21;1;3;30;0;69.395;222.005;21.994;35.715;343.079
21;1;3;45;0;66.799;234.483;24.672;37.909;366.925
21;1;4;0;0;69.393;126.961;22.528;36.118;146.755
21;1;4;15;0;68.376;111.135;20.183;34.467;123.102
21;1;4;30;0;70.792;89.823;19.935;34.045;96.511
21;1;4;45;0;72.267;67.635;19.269;33.546;77.673
21;1;5;0;0;75.028;73.842;19.267;33.651;106.082
21;1;5;15;0;77.04;63.109;18.704;32.874;138.47
21;1;5;30;0;74.087;35.523;17.921;32.31;53.461
21;1;5;45;0;78.005;9.631;17.111;31.385;11.598
21;1;6;0;0;79.787;5.262;16.439;30.51;4.183
21;1;6;15;0;76.905;1.335;16.457;30.761;0.039
21;1;6;30;0;74.761;1.039;16.196;30.737;0
21;1;6;45;0;77.777;1.04;15.615;29.947;0
21;1;7;0;0;78.978;1.04;15.988;30.223;0
21;1;7;15;0;80.402;1.037;15.851;29.97;0
21;1;7;30;0;79.57;1.037;15.773;29.89;0
21;1;7;45;0;81.154;1.032;15.287;29.36;0
21;1;8;0;0;82.964;1.031;15.533;29.383;0
21;1;8;15;0;83.959;1.026;15.234;28.926;0
21;1;8;30;0;85.179;1.023;15.11;28.693;0
21;1;8;45;0;84.465;1.025;14.945;28.675;0
21;1;9;0;0;85.067;1.023;14.686;28.171;0
21;1;9;15;0;84.483;1.021;14.628;28.312;0
21;1;9;30;0;84.795;1.019;14.512;27.887;0
21;1;9;45;0;84.638;1.02;14.555;27.848;0
21;1;10;0;0;85.334;1.019;14.354;27.528;0
21;1;10;15;0;82.227;1.018;14.101;27.436;0
21;1;10;30;0;82.345;1.016;13.917;27.381;0
21;1;10;45;0;82.233;1.016;13.863;27.383;0
21;1;11;0;0;87.265;1.009;12.912;25.243;0
21;1;11;15;0;85.329;1.01;13.076;25.63;0
21;1;11;30;0;88.129;1.005;12.707;24.634;0
21;1;11;45;0;88.647;0.998;12.086;23.758;0
22;1;12;0;1;88.195;0.999;11.542;22.976;0
22;1;12;15;1;88.519;1;11.451;22.727;0
22;1;12;30;1;88.015;0.999;11.238;22.376;0
22;1;12;45;1;87.728;0.998;10.899;21.762;0
22;1;1;0;1;87.862;0.998;10.646;21.301;0
22;1;1;15;1;86.796;1.003;10.851;21.57;0
22;1;1;30;1;86.961;1;10.495;20.926;0
22;1;1;45;1;86.611;0.995;10.257;20.483;0
22;1;2;0;1;86.442;0.995;10.215;20.336;0
22;1;2;15;1;86.059;0.999;10.193;20.365;0
22;1;2;30;1;86.366;0.998;9.973;19.896;0
22;1;2;45;1;86.622;0.997;9.908;19.796;0
22;1;3;0;1;86.911;1;9.968;19.914;0
22;1;3;15;1;87.095;0.997;9.909;19.744;0
22;1;3;30;1;86.788;0.998;10.136;20.136;0
22;1;3;45;1;86.591;0.999;10.52;20.59;0.003
22;1;4;0;1;85.848;0.997;10.702;20.91;0.002
22;1;4;15;1;85.752;0.996;11.059;21.311;0.013
22;1;4;30;1;85.961;0.997;11.311;21.596;0.086
22;1;4;45;1;85.309;0.997;11.851;22.479;0.138
22;1;5;0;1;82.433;0.999;12.525;24.051;0
22;1;5;15;1;82.338;1.007;13.203;25.049;0.043
22;1;5;30;1;81.45;1.009;13.587;25.612;0
22;1;5;45;1;80.927;1.012;13.784;26.104;0
22;1;6;0;1;81.416;1.017;13.676;25.992;0
22;1;6;15;1;81.343;1.589;13.899;26.386;0.171
22;1;6;30;1;81.575;5.036;14.081;26.544;3.798
22;1;6;45;1;81.755;11.579;14.342;26.785;11.525
22;1;7;0;1;85.696;21.811;13.729;25.416;22.239
22;1;7;15;1;83.707;38.757;14.561;26.968;43.839
22;1;7;30;1;83.244;37.897;15.543;27.947;39.515
22;1;7;45;1;82.186;33.715;15.373;28.123;35.659
22;1;8;0;1;82.446;31.318;15.405;28.06;32.243
22;1;8;15;1;80.367;43.435;16.087;29.099;49.869
22;1;8;30;1;77.044;80.312;17.419;30.572;88.953
22;1;8;45;1;81.761;73.499;17.097;30.126;80.441
22;1;9;0;1;80.939;118.912;17.713;30.661;133.137
22;1;9;15;1;78.287;84.681;18.941;32.125;96.415
22;1;9;30;1;77.943;133.496;19.731;32.772;161.79
22;1;9;45;1;75.703;192.149;23.482;35.68;218.623
22;1;10;0;1;73.855;372.865;26.131;37.537;372.726
22;1;10;15;1;66.253;338.233;35.627;42.837;346.26
22;1;10;30;1;71.283;101.045;24.191;36.752;111.329
22;1;10;45;1;70.185;120.949;21.545;34.908;132.094
22;1;11;0;1;68.75;234.245;22.113;35.33;275.496
22;1;11;15;1;63.54;275.085;25.476;37.907;318.661
22;1;11;30;1;60.847;278.71;27.402;39.205;307.603
22;1;11;45;1;60.877;308.275;27.64;39.391;337.397
22;1;12;0;0;60.641;191.625;24.964;37.865;190.075
22;1;12;15;0;62.755;162.942;22.073;35.695;172.109
22;1;12;30;0;70.793;143.623;22.333;35.514;161.971
22;1;12;45;0;69.669;220.693;24.779;37.21;259.124
22;1;1;0;0;70.132;253.007;26.239;38.314;287.09
22;1;1;15;0;71.393;134.333;22.807;35.877;143.714
22;1;1;30;0;71.621;200.301;22.426;35.572;256.149
22;1;1;45;0;67.879;254.063;26.861;38.874;373.231
22;1;2;0;0;62.788;339.217;29.563;40.599;525.513
22;1;2;15;0;61.824;189.238;27.049;39.398;257.729
22;1;2;30;0;62.332;166.123;25.935;38.638;230.537
22;1;2;45;0;62.621;181.019;24.837;37.972;247.409
22;1;3;0;0;60.949;193.174;23.403;37.071;317.387
22;1;3;15;0;59.239;180.092;23.666;37.286;239.609
22;1;3;30;0;59.475;104.729;23.171;37.01;120.957
22;1;3;45;0;62.187;109.968;22.447;36.349;138.283
22;1;4;0;0;65.265;147.949;23.767;37.031;193.76
22;1;4;15;0;67.778;105.165;22.857;36.332;145.001
22;1;4;30;0;71.711;86.96;21.633;35.119;100.958
22;1;4;45;0;72.658;97.625;21.089;34.463;126.969
22;1;5;0;0;66.731;138.413;23.137;36.61;179.179
22;1;5;15;0;65.788;64.686;21.878;35.808;79.993
22;1;5;30;0;66.723;23.353;19.789;34.339;22.885
22;1;5;45;0;70.975;9.177;18.325;32.703;6.629
22;1;6;0;0;71.232;5.109;17.891;32.348;3.12
22;1;6;15;0;71.673;1.391;17.533;31.985;0.006
22;1;6;30;0;73.563;1.043;17.037;31.224;0
22;1;6;45;0;73.447;1.048;16.627;30.789;0
22;1;7;0;0;74.316;1.042;15.876;29.991;0
22;1;7;15;0;75.024;1.04;15.669;29.667;0
22;1;7;30;0;76.665;1.037;15.61;29.572;0
22;1;7;45;0;76.453;1.031;14.822;28.89;0
22;1;8;0;0;77.747;1.019;13.983;27.988;0
22;1;8;15;0;82.644;1.014;13.54;26.749;0
22;1;8;30;0;85.131;1.013;13.359;26.155;0
22;1;8;45;0;86.503;1.007;12.704;25.227;0
22;1;9;0;0;86.295;1.002;12.394;24.667;0
22;1;9;15;0;85.886;1.006;12.392;24.295;0
22;1;9;30;0;83.733;1.007;12.349;24.251;0
22;1;9;45;0;83.661;1.001;11.913;23.692;0
22;1;10;0;0;83.477;0.999;11.591;23.237;0
22;1;10;15;0;83.913;1;11.551;22.931;0
22;1;10;30;0;82.281;1.005;11.956;23.792;0
22;1;10;45;0;79.403;1.013;13.341;25.9;1.312
22;1;11;0;0;79.133;1.02;14.459;27.187;0.448
22;1;11;15;0;79.707;1.017;14.563;27.455;0
22;1;11;30;0;82.187;1.013;14.356;27.203;0
22;1;11;45;0;83.458;1.011;14.424;27.24;0
23;1;12;0;1;84.081;1.01;14.463;27.352;0
23;1;12;15;1;84.155;1.01;14.361;27.18;0
23;1;12;30;1;81.977;1.006;14.489;27.564;0
23;1;12;45;1;80.833;1.01;14.881;28.017;0
23;1;1;0;1;81.602;1.009;14.807;27.783;0
23;1;1;15;1;81.644;1.005;14.568;27.522;0
23;1;1;30;1;80.923;1.007;14.677;27.629;0
23;1;1;45;1;81.439;1.003;14.403;27.264;0
23;1;2;0;1;80.441;1.001;14.019;27.075;0
23;1;2;15;1;80.149;1.001;14.021;27.098;0
23;1;2;30;1;81.186;0.999;14.053;26.87;0
23;1;2;45;1;81.089;0.999;14.089;26.851;0
23;1;3;0;1;80.689;1.001;14.232;27.003;0
23;1;3;15;1;79.81;0.998;14.121;26.983;0
23;1;3;30;1;82.917;0.994;13.705;26.137;0
23;1;3;45;1;83.069;0.989;13.658;26.032;0
23;1;4;0;1;86.071;0.988;13.257;25.096;0
23;1;4;15;1;85.215;0.989;13.083;24.948;0
23;1;4;30;1;84.987;0.989;13.135;24.94;0
23;1;4;45;1;84.861;0.991;13.224;24.989;0
23;1;5;0;1;86.134;0.991;12.982;24.545;0
23;1;5;15;1;85.871;0.99;12.711;24.291;0
23;1;5;30;1;86.575;0.992;12.317;23.78;0
23;1;5;45;1;87.351;0.981;11.444;22.685;0
23;1;6;0;1;87.985;1.033;10.753;21.486;0
23;1;6;15;1;87.687;3.054;10.386;20.802;1.289
23;1;6;30;1;86.768;13.145;11.004;21.404;13.569
23;1;6;45;1;85.241;29.581;11.757;22.262;30.74
23;1;7;0;1;83.717;38.361;11.607;22.474;33.913
23;1;7;15;1;81.692;220.107;17.259;28.485;141.315
23;1;7;30;1;77.068;72.655;18.28;30.518;70.549
23;1;7;45;1;81.094;232.747;18.703;30.156;187.53
23;1;8;0;1;67.804;427.144;29.117;39.365;314.857
23;1;8;15;1;62.829;491.852;34.902;42.771;368.164
23;1;8;30;1;61.78;495.966;37.929;43.792;412.337
23;1;8;45;1;67.559;226.831;28.433;39.232;223.967
23;1;9;0;1;68.535;191.33;23.997;36.614;201.09
23;1;9;15;1;70.278;131.898;23.305;35.89;138.928
23;1;9;30;1;67.653;391.117;26.523;38.059;370.14
23;1;9;45;1;62.149;277.345;32.798;41.764;273.938
23;1;10;0;1;66.352;260.785;25.8;37.861;258.43
23;1;10;15;1;64.017;524.359;33.215;41.653;509.758
23;1;10;30;1;58.566;372.435;38.472;43.755;381.395
23;1;10;45;1;55.879;643.375;37.508;43.53;623.468
23;1;11;0;1;50.146;1011.664;54.771;44.361;973.504
23;1;11;15;1;44.786;1027.621;60.248;42.288;992.379
23;1;11;30;1;46.691;470.631;45.697;44.437;468.466
23;1;11;45;1;52.804;321.003;29.243;40.836;317.17
23;1;12;0;0;47.443;1009.06;46.747;44.754;992.129
23;1;12;15;0;44.351;650.54;49.534;44.551;655.575
23;1;12;30;0;46.065;512.295;34.721;43.081;533.834
23;1;12;45;0;41.983;792.121;50.753;44.483;827.423
23;1;1;0;0;46.072;387.099;35.047;43.332;400.235
23;1;1;15;0;57.065;68.865;23.857;38.568;74.999
23;1;1;30;0;60.215;122.577;22.399;37.424;162.629
23;1;1;45;0;64.514;109.443;20.073;35.459;141.399
23;1;2;0;0;72.136;70.504;18.287;33.4;76.261
23;1;2;15;0;85.529;78.106;15.433;30.08;99.789
23;1;2;30;0;79.361;103.764;17.617;32.35;148.14
23;1;2;45;0;70.849;265.831;22.992;37.033;654.427
23;1;3;0;0;67.123;188.913;24.973;38.596;401.485
23;1;3;15;0;62.525;212.98;25.925;39.599;567.233
23;1;3;30;0;61.629;180.767;24.521;38.557;515.775
23;1;3;45;0;61.656;157.133;24.541;38.53;252.049
23;1;4;0;0;67.062;92.686;22.216;36.214;117.185
23;1;4;15;0;66.497;56.995;20.782;35.35;77.757
23;1;4;30;0;65.794;97.394;21.271;35.975;180.674
23;1;4;45;0;69.297;32.509;20.07;34.746;37.431
23;1;5;0;0;71.582;41.647;19.577;34.142;49.903
23;1;5;15;0;72.504;35.759;19.045;33.459;41.905
23;1;5;30;0;72.411;17.861;18.344;32.915;22.341
23;1;5;45;0;73.802;9.717;17.467;32.011;10.253
23;1;6;0;0;74.755;5.389;16.907;31.429;3.357
23;1;6;15;0;72.649;1.997;15.348;29.779;0.014
23;1;6;30;0;72.947;1.024;14.707;29.012;0
23;1;6;45;0;75.302;1.035;15.074;29.212;0
23;1;7;0;0;76.627;1.038;15.299;29.42;0
23;1;7;15;0;78.571;1.032;15.001;28.981;0
23;1;7;30;0;79.479;1.031;14.633;28.71;0
23;1;7;45;0;80.285;1.027;14.501;28.48;0
23;1;8;0;0;80.103;1.023;14.275;28.108;0
23;1;8;15;0;78.831;1.027;14.711;28.56;0.03
23;1;8;30;0;79.181;1.025;14.528;28.497;0
23;1;8;45;0;79.482;1.021;14.695;28.65;0
23;1;9;0;0;80.382;1.021;14.624;28.424;0
23;1;9;15;0;81.256;1.015;14.517;27.909;0
23;1;9;30;0;81.53;1.015;14.634;27.945;0.072
23;1;9;45;0;77.971;1.014;14.869;28.611;0.159
23;1;10;0;0;77.748;1.017;15.085;28.859;0
23;1;10;15;0;78.905;1.013;14.519;28.158;0
23;1;10;30;0;80.791;1.01;13.709;27.076;0
23;1;10;45;0;82.831;1.003;13.083;26.115;0
23;1;11;0;0;82.775;1.003;13.284;26.29;0
23;1;11;15;0;81.712;1.006;13.227;26.484;0
23;1;11;30;0;86.26;1.001;12.769;25.001;0
23;1;11;45;0;85.469;1.003;12.943;25.132;0
24;1;12;0;1;85.343;1.005;13.353;25.424;0
24;1;12;15;1;84.036;1.009;13.541;25.872;0
24;1;12;30;1;83.649;1.007;13.308;25.535;0
24;1;12;45;1;83.011;1.003;13.131;25.25;0
24;1;1;0;1;81.432;1.004;13.245;25.549;0
24;1;1;15;1;81.835;1.006;13.289;25.592;0
24;1;1;30;1;82.833;1.002;12.991;24.938;0
24;1;1;45;1;81.477;1.002;13.034;25.153;0
24;1;2;0;1;82.498;1.003;12.99;24.855;0
24;1;2;15;1;81.321;1.001;13.131;25.249;0.017
24;1;2;30;1;80.915;1.009;13.571;25.885;0.001
24;1;2;45;1;83.295;0.999;12.975;24.678;0
24;1;3;0;1;83.609;0.997;12.717;24.297;0
24;1;3;15;1;81.927;0.999;13.307;25.276;0.189
24;1;3;30;1;81.983;1.009;14.02;26.473;0
24;1;3;45;1;82.401;1.005;14.061;26.58;0
24;1;4;0;1;80.921;1.005;14.181;26.843;0
24;1;4;15;1;82.911;1.001;13.787;25.866;0
24;1;4;30;1;84.968;0.989;12.808;24.473;0
24;1;4;45;1;84.786;0.987;12.768;24.773;0
24;1;5;0;1;83.065;0.99;13.217;25.655;0.002
24;1;5;15;1;83.825;0.989;13.332;25.356;0
24;1;5;30;1;84.545;0.992;13.4;25.233;0.001
24;1;5;45;1;84.319;0.989;13.271;25.157;0
24;1;6;0;1;85.181;0.989;12.655;24.257;0
24;1;6;15;1;85.547;1.619;12.499;24.132;0.543
24;1;6;30;1;85.591;8.962;12.637;24.178;8.703
24;1;6;45;1;84.835;27.127;13.073;24.706;29.802
24;1;7;0;1;83.351;50.921;14.194;26.384;56.186
24;1;7;15;1;81.707;98.915;15.596;27.844;99.186
24;1;7;30;1;79.966;147.51;17.837;30.166;140.727
24;1;7;45;1;77.261;212.153;21.846;33.918;192.381
24;1;8;0;1;73.896;186.273;23.247;35.536;182.045
24;1;8;15;1;72.719;173.025;22.905;35.401;174.181
24;1;8;30;1;68.513;278.227;24.668;37.192;258.247
24;1;8;45;1;68.525;342.606;28.944;39.578;308.559
24;1;9;0;1;67.747;315.051;28.752;39.466;292.997
24;1;9;15;1;61.176;607.457;35.514;42.743;538.455
24;1;9;30;1;56.776;684.248;43.759;45.049;615.234
24;1;9;45;1;55.921;525.525;41.572;44.445;493.23
24;1;10;0;1;55.842;454.933;33.421;42.238;433.951
24;1;10;15;1;53.397;552.196;38.87;44.149;534.979
24;1;10;30;1;53.555;335.255;32.457;42.212;337.299
24;1;10;45;1;54.132;350.174;29.805;41.116;364.938
24;1;11;0;1;52.495;604.243;38.134;43.741;619.711
24;1;11;15;1;51.461;271.307;31.497;41.879;302.791
24;1;11;30;1;51.917;308.058;30.257;41.463;336.461
24;1;11;45;1;52.169;280.948;28.553;40.6;318.225
24;1;12;0;0;51.561;283.211;29.721;41.33;327.264
24;1;12;15;0;54.639;250.377;26.28;39.335;292.055
24;1;12;30;0;56.395;459.736;31.703;41.78;503.737
24;1;12;45;0;54.313;351.879;31.331;41.923;394.763
24;1;1;0;0;56.261;206.026;28.065;40.493;248.949
24;1;1;15;0;58.393;158.754;24.521;38.33;194.567
24;1;1;30;0;60.434;221.945;24.1;38.007;291.126
24;1;1;45;0;54.793;353.1;28.967;40.934;594.818
24;1;2;0;0;52.862;245.789;28.311;40.619;305.569
24;1;2;15;0;52.051;217.088;25.811;39.472;279.721
24;1;2;30;0;53.961;172.509;25.132;38.953;249.659
24;1;2;45;0;59.068;132.673;24.487;38.516;196.278
24;1;3;0;0;63.757;82.319;23.49;37.602;120.566
24;1;3;15;0;67.965;31.584;20.932;35.499;48.545
24;1;3;30;0;70.038;41.038;20.06;34.557;58.851
24;1;3;45;0;70.162;31.086;20.017;34.476;42.153
24;1;4;0;0;70.08;42.241;19.876;34.313;54.508
24;1;4;15;0;69.598;43.593;20.167;34.438;54.794
24;1;4;30;0;74.042;32.645;17.312;30.829;42.944
24;1;4;45;0;74.244;52.063;17.437;31.003;67.107
24;1;5;0;0;75.703;46.913;17.827;31.475;54.212
24;1;5;15;0;76.189;31.933;17.531;31.351;38.05
24;1;5;30;0;73.598;18.358;17.719;32.091;23.499
24;1;5;45;0;69.888;12.979;17.739;32.373;15.981
24;1;6;0;0;71.253;4.524;16.955;31.558;3.518
24;1;6;15;0;72.172;1.283;16.527;31.143;0.008
24;1;6;30;0;74.391;1.037;16.245;30.702;0
24;1;6;45;0;73.993;1.045;16.313;30.746;0
24;1;7;0;0;74.359;1.043;16.607;31.151;0
24;1;7;15;0;76.143;1.045;16.637;31.021;0
24;1;7;30;0;77.859;1.039;16.506;30.65;0
24;1;7;45;0;76.496;1.037;16.247;30.513;0
24;1;8;0;0;76.841;1.035;16.312;30.602;0
24;1;8;15;0;77.248;1.034;16.143;30.514;0
24;1;8;30;0;78.81;1.029;16.025;30.175;0
24;1;8;45;0;79.315;1.031;16.16;30.229;0
24;1;9;0;0;80.149;1.031;16.261;30.279;0
24;1;9;15;0;78.711;1.03;16.304;30.407;0
24;1;9;30;0;81.165;1.029;15.945;29.76;0
24;1;9;45;0;82.363;1.025;15.867;29.505;0
24;1;10;0;0;80.724;1.027;16.111;29.997;0
24;1;10;15;0;80.565;1.027;16.141;29.995;0
24;1;10;30;0;80.885;1.023;15.909;29.824;0
24;1;10;45;0;82.516;1.02;15.215;28.98;0
24;1;11;0;0;81.16;1.02;15.783;29.763;0
24;1;11;15;0;81.18;1.027;16.089;30.063;0
24;1;11;30;0;81.716;1.023;15.986;29.905;0
24;1;11;45;0;82.869;1.018;15.773;29.521;0
25;1;12;0;1;84.198;1.015;15.568;29.022;0
25;1;12;15;1;83.286;1.015;15.119;28.572;0
25;1;12;30;1;86.195;1.002;13.671;26.447;0
25;1;12;45;1;86.634;0.999;13.327;25.792;0
25;1;1;0;1;84.741;1.009;14.194;26.883;0.523
25;1;1;15;1;85.005;1.015;14.436;26.774;0
25;1;1;30;1;83.05;1.016;14.642;27.351;0.002
25;1;1;45;1;83.609;1.019;14.946;28.065;0
25;1;2;0;1;84.241;1.017;14.887;27.907;0
25;1;2;15;1;82.963;1.014;14.909;27.881;0
25;1;2;30;1;84.844;1.003;14.083;26.386;0
25;1;2;45;1;85.009;0.998;13.195;25.578;0
25;1;3;0;1;84.989;0.999;12.767;25.247;0
25;1;3;15;1;85.983;0.998;12.747;25.028;0.22
25;1;3;30;1;83.653;1.007;14.051;26.666;0.579
25;1;3;45;1;82.478;1.01;14.454;27.269;0.003
25;1;4;0;1;86.252;0.995;12.923;24.789;0
25;1;4;15;1;86.233;0.991;12.32;24.064;0
25;1;4;30;1;86.135;0.994;12.229;23.893;0
25;1;4;45;1;85.981;0.996;12.085;23.611;0
25;1;5;0;1;85.454;0.999;12.069;23.627;0
25;1;5;15;1;84.552;1.001;12.259;23.888;0
25;1;5;30;1;85.814;0.999;12.033;23.438;0
25;1;5;45;1;85.155;0.995;11.847;23.132;0
25;1;6;0;1;84.902;1.001;11.821;23.059;0
25;1;6;15;1;84.501;2.453;11.907;23.203;1.191
25;1;6;30;1;83.718;8.317;12.431;24.129;8.033
25;1;6;45;1;83.922;23.56;13.006;24.603;24.043
25;1;7;0;1;84.823;48.535;13.294;24.586;50.264
25;1;7;15;1;83.508;85.639;14.408;25.871;86.254
25;1;7;30;1;80.187;160.917;17.653;29.607;147.29
25;1;7;45;1;74.536;256.335;23.151;35.075;219.343
25;1;8;0;1;73.984;179.675;22.766;35.513;172.981
25;1;8;15;1;73.319;221.926;23.615;36.234;214.303
25;1;8;30;1;72.265;208.483;24.765;36.995;210.999
25;1;8;45;1;71.737;152.961;23.561;36.432;155.37
25;1;9;0;1;70.944;330.529;26.489;38.246;301.293
25;1;9;15;1;63.807;518.829;36.989;43.613;485.662
25;1;9;30;1;67.27;512.111;35.214;42.784;467.81
25;1;9;45;1;69.067;503.841;30.299;40.422;457.557
25;1;10;0;1;62.693;370.561;35.8;43.026;385.935
25;1;10;15;1;63.253;385.425;29.889;40.807;386.013
25;1;10;30;1;59.086;500.573;37.184;43.849;501.966
25;1;10;45;1;56.163;712.374;43.339;45.08;681.457
25;1;11;0;1;55.323;566.681;41.728;44.671;565.11
25;1;11;15;1;54.206;539.985;40.747;44.531;550.333
25;1;11;30;1;56.723;389.885;32.349;42.096;388.935
25;1;11;45;1;50.843;483.851;39.061;44.492;510.29
25;1;12;0;0;47.6;858.205;50.365;44.905;873.432
25;1;12;15;0;49.25;172.489;36.461;43.819;192.671
25;1;12;30;0;52.178;187.169;28.989;41.414;204.847
25;1;12;45;0;50.87;746.917;39.839;44.268;766.402
25;1;1;0;0;42.185;1096.001;58.813;42.198;1138.965
25;1;1;15;0;45.108;263.803;45.184;44.066;280.604
25;1;1;30;0;56.229;191.39;30.348;42.115;243.717
25;1;1;45;0;58.053;140.452;28.897;41.323;214.145
25;1;2;0;0;62.5;97.161;26.067;39.508;125.841
25;1;2;15;0;65.315;55.239;21.871;36.823;69.356
25;1;2;30;0;79.649;34.857;17.045;32.587;35.581
25;1;2;45;0;89.846;24.585;15.602;29.91;33.281
25;1;3;0;0;90.16;28.652;15.543;29.773;33.824
25;1;3;15;0;91.72;40.209;15.466;29.737;44.967
25;1;3;30;0;92.311;55.007;15.751;29.95;60.069
25;1;3;45;0;91.041;49.734;16.176;30.348;57.373
25;1;4;0;0;89.7;44.296;16.328;30.564;49.107
25;1;4;15;0;90.5;65.251;17.117;31.062;74.613
25;1;4;30;0;88.82;31.875;17.41;31.62;37.681
25;1;4;45;0;88.533;55.622;17.145;31.2;63.739
25;1;5;0;0;89.5;43.725;17.487;31.529;46.29
25;1;5;15;0;88.356;24.906;17.181;31.405;31.373
25;1;5;30;0;86.18;10.354;17.083;31.404;16.021
25;1;5;45;0;83.753;3.594;16.773;31.387;6.503
25;1;6;0;0;85.42;2.275;16.261;30.797;2.853
25;1;6;15;0;88.781;1.057;14.9;29.283;0
25;1;6;30;0;88.353;1.019;14.841;29.278;0
25;1;6;45;0;89.872;1.032;15.383;29.636;0
25;1;7;0;0;91.789;1.029;14.907;29.04;0
25;1;7;15;0;92.081;1.025;14.755;28.855;0
25;1;7;30;0;92.443;1.022;14.8;28.853;0
25;1;7;45;0;92.139;1.019;14.768;28.837;0
25;1;8;0;0;93.267;1.019;14.641;28.476;0
25;1;8;15;0;93.447;1.019;14.663;28.541;0
25;1;8;30;0;94.073;1.015;14.092;27.45;0
25;1;8;45;0;94.745;1.007;13.371;26.157;0.002
25;1;9;0;0;97.407;1.003;12.919;25.469;0.033
25;1;9;15;0;97.912;1.005;13.182;25.806;0.067
25;1;9;30;0;97.393;1.005;13.071;25.421;0
25;1;9;45;0;97.429;1.009;13.475;26.263;0.033
25;1;10;0;0;96.966;1.008;13.597;26.339;0
25;1;10;15;0;96.745;1.009;14.053;27.073;0
25;1;10;30;0;94.133;1.007;14.308;27.335;0
25;1;10;45;0;93.757;1.011;14.22;27.223;0
25;1;11;0;0;93.127;1.009;14.111;27.191;0
25;1;11;15;0;94.595;1.009;14.204;27.042;0
25;1;11;30;0;94.558;1.006;14.077;26.922;0
25;1;11;45;0;93.447;1.009;14.293;27.4;0
26;1;12;0;1;92.057;1.006;14.399;27.577;0
26;1;12;15;1;92.413;1.005;13.942;26.71;0
26;1;12;30;1;92.335;0.999;13.918;26.677;0.019
26;1;12;45;1;93.345;1.003;14.09;26.874;0
26;1;1;0;1;90.091;1.005;14.382;27.415;0.081
26;1;1;15;1;90.783;1.006;14.448;27.301;0.007
26;1;1;30;1;93.936;1;13.841;26.203;0.137
26;1;1;45;1;93.247;1.001;13.855;26.294;0.203
26;1;2;0;1;93.098;1.001;14.159;26.875;0.16
26;1;2;15;1;92.41;1.003;14.248;26.927;0.105
26;1;2;30;1;91.991;1.003;14.38;27.229;0.045
26;1;2;45;1;91.653;1.007;14.485;27.587;0.026
26;1;3;0;1;92.901;1.003;14.075;27.146;0
26;1;3;15;1;92.425;0.999;13.643;26.639;0
