D�a;Mes;Hora;Minuto;Dia/noche;Sistema FV Andes 80kWp - Lufft WS501 BM: RS485-2 67 - Humedad relativa del aire 1 [%] - E_AH_REL1;Sistema FV Andes 80kWp - Meteocontrol Si-I-420-T BM: MI-1 BM: MI-2 - Radiación [Wh/m²] - SRAD;Sistema FV Andes 80kWp - Básicos - Temperatura de modulos [°C] - T_M0;Sistema FV Andes 80kWp - Básicos - TempT [t] - TA;Sistema FV Andes 80kWp - Lufft WS501 BM: RS485-2 67 - Radiación [Wh/m²] - SRAD
1;1;12;15;1;84.859;1.013;13.9;26.868;0
1;1;12;30;1;86.472;0.998;12.511;25.302;0
1;1;12;45;1;91.135;0.998;12.234;24.001;0
1;1;1;0;1;89.321;1.002;12.261;24.01;0
1;1;1;15;1;89.079;0.999;11.551;22.789;0
1;1;1;30;1;88.622;1.001;11.326;22.212;0
1;1;1;45;1;88.846;1.001;10.966;21.67;0
1;1;2;0;1;87.689;1.003;10.641;21.151;0
1;1;2;15;1;87.707;1.005;10.641;21.008;0
1;1;2;30;1;87.085;1.008;10.733;20.982;0
1;1;2;45;1;86.925;1.011;11.276;21.48;0
1;1;3;0;1;86.729;1.015;11.144;21.377;0
1;1;3;15;1;86.609;1.011;10.949;20.987;0
1;1;3;30;1;85.879;1.011;10.924;20.974;0
1;1;3;45;1;86.472;1.01;10.698;20.563;0
1;1;4;0;1;86.881;1.006;10.104;19.739;0
1;1;4;15;1;86.863;1.001;9.705;19.189;0
1;1;4;30;1;87.38;1.003;9.722;19.201;0
1;1;4;45;1;86.369;1.009;10.169;20.078;0
1;1;5;0;1;86.867;1.005;10.151;19.884;0
1;1;5;15;1;86.626;1.001;10.217;19.952;0
1;1;5;30;1;86.166;0.999;10.078;19.928;0
1;1;5;45;1;86.826;0.997;9.74;19.406;0
1;1;6;0;1;87.066;1.251;9.405;18.845;0.034
1;1;6;15;1;86.487;6.259;9.494;19.013;4.865
1;1;6;30;1;86.744;13.727;9.579;18.94;13.597
1;1;6;45;1;85.862;21.42;9.918;19.516;23.281
1;1;7;0;1;84.688;98.685;11.41;21.31;69.279
1;1;7;15;1;81.566;287.101;18.323;28.429;177.838
1;1;7;30;1;76.747;351.372;23.338;33.682;229.378
1;1;7;45;1;77.111;417.043;24.727;34.585;282.637
1;1;8;0;1;73.087;480.993;29.557;38.482;341.299
1;1;8;15;1;64.529;554.415;35.59;42.448;404.948
1;1;8;30;1;63.334;615.548;38.906;43.8;460.327
1;1;8;45;1;62.545;671.819;40.561;44.208;513.443
1;1;9;0;1;59.459;727.049;42.954;44.745;569.263
1;1;9;15;1;58.891;779.325;43.58;44.87;626.183
1;1;9;30;1;55.729;828.335;46.689;45.27;681.753
1;1;9;45;1;55.616;858.645;49.276;45.334;719.487
1;1;10;0;1;54.779;907.801;49.079;45.326;778.079
1;1;10;15;1;54.213;785.376;48.751;45.099;709.033
1;1;10;30;1;54.874;759.411;39.061;43.578;686.833
1;1;10;45;1;52.665;841.084;46.845;45.168;765.477
1;1;11;0;1;53.357;704.834;38.744;43.918;647.711
1;1;11;15;1;49.793;1087.904;49.152;44.774;1036.481
1;1;11;30;1;46.008;708.907;50.525;44.789;684.378
1;1;11;45;1;49.873;618.969;38.967;44.101;573.474
1;1;12;0;0;44.92;1063.284;54.496;44.046;1037.731
1;1;12;15;0;43.859;902.064;48.863;44.88;859.59
1;1;12;30;0;42.677;564.449;49.885;44.276;563.42
1;1;12;45;0;44.529;640.085;36.817;43.376;635.859
1;1;1;0;0;37.971;866.745;53.917;43.467;900.387
1;1;1;15;0;47.08;309.096;40.253;44.298;330.008
1;1;1;30;0;50.234;166.769;28.933;41.367;183.29
1;1;1;45;0;57.5;183.866;28.241;40.867;400.064
1;1;2;0;0;57.651;98.825;26.035;39.887;143.116
1;1;2;15;0;61.338;56.423;23.651;38.165;76.298
1;1;2;30;0;66.569;73.079;23.047;37.1;103.098
1;1;2;45;0;64.277;78.016;23.202;37.313;143.623
1;1;3;0;0;66.589;55.661;20.237;34.726;97.581
1;1;3;15;0;83.673;90.081;13.619;26.626;116.273
1;1;3;30;0;88.158;114.041;13.795;26.358;167.817
1;1;3;45;0;88.057;168.289;14.589;27.163;345.428
1;1;4;0;0;85.663;236.086;18.548;31.551;472.373
1;1;4;15;0;71.098;278.086;24.152;37.342;548.235
1;1;4;30;0;65.762;251.283;25.877;39.144;433.643
1;1;4;45;0;68.459;305.932;27.897;39.984;447.514
1;1;5;0;0;65.004;169.004;26.184;39.148;284.85
1;1;5;15;0;66.851;64.149;21.287;35.732;139.996
1;1;5;30;0;80.388;53.049;14.699;28.5;89.599
1;1;5;45;0;88.915;70.781;11.991;23.42;65.378
1;1;6;0;0;89.855;13.771;11.408;22.587;14.24
1;1;6;15;0;88.65;1.202;11.753;22.954;1.035
1;1;6;30;0;88.259;1.028;12.337;23.728;2.082
1;1;6;45;0;88.7;1.03;12.742;24.478;2.139
1;1;7;0;0;90.783;1.033;13.18;25.386;1.875
1;1;7;15;0;94.109;1.032;13.273;25.969;0.456
1;1;7;30;0;93.358;1.028;13.273;25.991;0
1;1;7;45;0;93.382;1.027;13.989;26.885;0
1;1;8;0;0;92.613;1.029;14.211;27.325;0
1;1;8;15;0;92.844;1.028;14.239;27.316;0
1;1;8;30;0;92.433;1.025;14.201;27.212;0
1;1;8;45;0;91.178;1.019;14.193;27.33;0
1;1;9;0;0;90.871;1.022;14.393;27.516;0.001
1;1;9;15;0;90.535;1.021;14.547;27.777;0
1;1;9;30;0;91.707;1.021;14.455;27.617;0
1;1;9;45;0;91.471;1.019;14.498;27.628;0
1;1;10;0;0;89.746;1.017;14.624;27.965;0
1;1;10;15;0;89.436;1.017;14.579;27.867;0
1;1;10;30;0;88.722;1.019;14.641;27.982;0.009
1;1;10;45;0;88.194;1.019;14.586;27.88;0.077
1;1;11;0;0;88.864;1.019;14.675;27.962;0.025
1;1;11;15;0;90.499;1.017;14.71;27.942;0
1;1;11;30;0;89.494;1.017;14.718;28.044;0
1;1;11;45;0;90.344;1.017;14.743;27.954;0
2;1;12;0;1;90.05;1.016;14.755;27.98;0
2;1;12;15;1;90.141;1.01;14.091;27.252;0
2;1;12;30;1;91.591;1.004;13.601;26.69;0
2;1;12;45;1;92.671;1.002;13.422;26.467;0
2;1;1;0;1;94.266;1.004;13.159;25.926;0
2;1;1;15;1;95.649;1.001;13.191;25.829;0
2;1;1;30;1;95.5;1.007;13.262;26.051;0
2;1;1;45;1;94.935;1.012;13.673;26.53;0
2;1;2;0;1;95.589;1.013;13.605;26.117;0
2;1;2;15;1;94.771;1.009;13.49;25.979;0
2;1;2;30;1;94.189;1.01;13.504;26.002;0
2;1;2;45;1;93.236;1.011;13.503;26.045;0
2;1;3;0;1;93.415;1.01;13.293;25.423;0
2;1;3;15;1;92.828;1.01;13.275;25.413;0.07
2;1;3;30;1;92.945;1.007;13.097;25.083;0
2;1;3;45;1;92.628;1.007;13.189;25.244;0.005
2;1;4;0;1;92.105;1.01;13.081;24.929;0.058
2;1;4;15;1;92.161;1.008;13.193;25.109;0.043
2;1;4;30;1;91.832;1.008;13.307;25.603;0
2;1;4;45;1;92.664;1.006;13.198;25.174;0
2;1;5;0;1;91.255;1.007;13.169;25.122;0.051
2;1;5;15;1;90.008;0.996;11.857;23.335;0
2;1;5;30;1;91.695;0.995;10.787;21.87;0
2;1;5;45;1;91.724;0.993;10.231;20.762;0
2;1;6;0;1;92.34;1.657;9.891;20.23;0.341
2;1;6;15;1;90.229;6.033;10.046;20.472;5.085
2;1;6;30;1;89.384;13.079;10.155;20.28;14.084
2;1;6;45;1;89.099;19.35;9.949;19.558;23.447
2;1;7;0;1;87.808;91.391;10.811;20.529;67.269
2;1;7;15;1;84.813;289.979;18.077;28.456;181.37
2;1;7;30;1;84.749;357.919;20.299;30.376;235.71
2;1;7;45;1;82.015;433.542;24.372;34.046;296.749
2;1;8;0;1;77.186;497.633;29.579;38.633;355.734
2;1;8;15;1;70.323;558.277;34.445;42.183;410.193
2;1;8;30;1;70.589;625.805;38.295;43.463;469.001
2;1;8;45;1;66.682;687.805;42.301;44.672;530.798
2;1;9;0;1;62.787;751.395;44.336;45.034;591.063
2;1;9;15;1;60.301;801.169;45.539;45.223;650.113
2;1;9;30;1;57.465;845.906;46.946;45.308;700.217
2;1;9;45;1;58.87;889.172;50.88;45.42;751.788
2;1;10;0;1;54.051;932.981;51.807;45.097;801.187
2;1;10;15;1;54.744;970.324;51.71;45.173;844.305
2;1;10;30;1;51.688;937.005;53.585;44.722;822.204
2;1;10;45;1;50.087;1046.398;55.807;44.154;951.87
2;1;11;0;1;48.224;1092.369;59.491;43.082;1009.935
2;1;11;15;1;47.525;1081.862;53.359;44.579;996.573
2;1;11;30;1;46.821;1079.546;56.312;43.895;1005.204
2;1;11;45;1;43.86;1110.186;60.493;42.22;1043.317
2;1;12;0;0;43.192;1103.267;57.005;43.393;1048.186
2;1;12;15;0;43.639;418.689;41.583;44.397;409.233
2;1;12;30;0;40.834;1082.172;52.027;44.107;1071.735
2;1;12;45;0;41.306;398.759;40.888;44.217;411.329
2;1;1;0;0;41.919;343.752;32.097;42.617;367.265
2;1;1;15;0;49.4;740.71;44.422;44.774;780.269
2;1;1;30;0;50.654;514.659;42.303;44.925;646.537
2;1;1;45;0;52.453;151.177;32.518;42.537;178.223
2;1;2;0;0;53.455;189.147;28.646;41.014;602.403
2;1;2;15;0;50.035;222.791;29.295;41.828;585.108
2;1;2;30;0;54.013;222.381;29.739;41.685;517.197
2;1;2;45;0;52.689;139.683;26.685;40.463;457.494
2;1;3;0;0;59.559;134.204;24.815;38.745;210.004
2;1;3;15;0;58.431;120.399;24.692;39.021;351.715
2;1;3;30;0;58.989;91.797;23.887;38.45;258.684
2;1;3;45;0;59.779;94.092;22.827;37.632;185.981
2;1;4;0;0;57.724;147.333;23.905;38.475;351.668
2;1;4;15;0;56.147;120.036;24.375;38.892;373.106
2;1;4;30;0;56.757;80.203;22.769;37.771;332.017
2;1;4;45;0;56.68;76.833;22.609;37.61;264.599
2;1;5;0;0;58.117;111.993;23.174;38.027;265.999
2;1;5;15;0;55.866;104.101;23.055;37.828;212.185
2;1;5;30;0;58.914;85.48;21.949;36.944;142.029
2;1;5;45;0;63.104;64.059;21.759;36.441;80.073
2;1;6;0;0;70.363;10.925;19.421;33.895;6.629
2;1;6;15;0;71.121;1.283;17.601;32.486;0
2;1;6;30;0;74.056;1.057;17.026;31.829;0
2;1;6;45;0;73.881;1.056;16.833;31.586;0
2;1;7;0;0;73.651;1.056;16.667;31.237;0
2;1;7;15;0;72.816;1.051;16.385;31.029;0
2;1;7;30;0;70.269;1.051;16.079;30.769;0
2;1;7;45;0;70.9;1.046;15.695;30.285;0
2;1;8;0;0;73.721;1.048;15.875;30.321;0
2;1;8;15;0;74.963;1.047;16.049;30.495;0
2;1;8;30;0;78.623;1.042;15.554;29.532;0
2;1;8;45;0;77.646;1.041;15.608;29.724;0
2;1;9;0;0;76.689;1.042;15.627;29.786;0
2;1;9;15;0;75.577;1.041;15.487;29.647;0
2;1;9;30;0;74.01;1.041;15.797;30.024;0
2;1;9;45;0;76.117;1.038;15.462;29.551;0
2;1;10;0;0;77.658;1.039;15.611;29.695;0
2;1;10;15;0;78.379;1.032;15.266;29.306;0
2;1;10;30;0;77.78;1.028;15.021;28.926;0
2;1;10;45;0;79.245;1.025;14.524;28.194;0
2;1;11;0;0;79.525;1.028;14.991;28.63;0
2;1;11;15;0;80.802;1.03;15.037;28.379;0
2;1;11;30;0;79.881;1.031;15.119;28.69;0
2;1;11;45;0;79.631;1.026;14.987;28.572;0
3;1;12;0;1;80.633;1.029;15.046;28.496;0
3;1;12;15;1;81.987;1.024;14.629;27.851;0
3;1;12;30;1;82.722;1.023;14.513;27.676;0
3;1;12;45;1;82.519;1.025;14.685;28.043;0
3;1;1;0;1;82.588;1.026;14.845;28.092;0
3;1;1;15;1;82.495;1.021;14.414;26.958;0
3;1;1;30;1;81.102;1.017;13.575;25.891;0
3;1;1;45;1;82.396;1.015;13.062;24.989;0
3;1;2;0;1;83.019;1.016;13.263;25.02;0
3;1;2;15;1;82.838;1.016;12.881;24.411;0
3;1;2;30;1;82.675;1.013;12.585;24.022;0
3;1;2;45;1;82.916;1.015;12.565;23.74;0
3;1;3;0;1;82.461;1.016;12.702;23.93;0
3;1;3;15;1;82.548;1.017;12.692;23.997;0
3;1;3;30;1;82.689;1.011;12.321;23.5;0
3;1;3;45;1;82.851;1.009;12.199;23.244;0
3;1;4;0;1;83.189;1.009;11.69;22.451;0
3;1;4;15;1;83.735;1.005;11.578;22.167;0
3;1;4;30;1;83.959;1.005;10.996;21.353;0
3;1;4;45;1;84.099;1.003;10.564;20.777;0
3;1;5;0;1;84.283;1.003;10.118;20.077;0
3;1;5;15;1;84.033;1.001;9.586;19.216;0
3;1;5;30;1;84.642;1.002;9.396;18.799;0
3;1;5;45;1;83.953;1.008;9.851;19.297;0.002
3;1;6;0;1;83.107;1.376;9.653;19.029;0
3;1;6;15;1;83.754;5.931;9.111;18.168;3.656
3;1;6;30;1;84.83;14.831;9.104;17.924;13.783
3;1;6;45;1;84.646;30.099;9.515;18.402;28.817
3;1;7;0;1;83.885;91.055;10.549;19.657;67.034
3;1;7;15;1;79.717;260.171;16.662;26.478;165.855
3;1;7;30;1;78.734;328.733;20.295;30.116;218.955
3;1;7;45;1;76.199;400.39;24.159;33.656;278.192
3;1;8;0;1;71.513;471.701;29.166;38.139;339.597
3;1;8;15;1;66.741;535.68;34.258;41.608;395.875
3;1;8;30;1;66.147;599.239;37.813;43.237;454.351
3;1;8;45;1;61.657;653.92;41.681;44.442;507.153
3;1;9;0;1;59.678;708.609;43.547;44.826;564.135
3;1;9;15;1;60.681;755.956;45.067;45.061;617.065
3;1;9;30;1;57.72;797.579;47.271;45.305;665.659
3;1;9;45;1;54.347;833.314;47.393;45.275;710.731
3;1;10;0;1;49.893;793.396;44.988;45.012;690.261
3;1;10;15;1;48.73;901.309;48.631;45.117;806.45
3;1;10;30;1;43.505;937.221;47.971;45.017;838.397
3;1;10;45;1;40.96;981.852;52.261;44.566;881.582
3;1;11;0;1;41.016;993.54;53.099;44.561;900.949
3;1;11;15;1;39.388;1009.261;56.2;43.909;923.174
3;1;11;30;1;35.177;1010.824;56.191;43.382;936.17
3;1;11;45;1;35.394;945.192;53.979;43.942;878.752
3;1;12;0;0;34.883;946.899;50.695;44.309;916.387
3;1;12;15;0;31.439;856.466;52.988;43.622;822.089
3;1;12;30;0;31.566;835.459;53.32;43.624;805.815
3;1;12;45;0;30.371;970.746;57.247;42.385;947.759
3;1;1;0;0;30.59;838.545;55.404;42.894;853.989
3;1;1;15;0;31.021;715.544;49.785;44.165;729.114
3;1;1;30;0;39.375;566.402;42.938;44.789;781.398
3;1;1;45;0;39.207;141.509;29.975;42.282;536.494
3;1;2;0;0;37.879;131.031;26.339;41.014;464.651
3;1;2;15;0;47.043;152.031;26.089;40.464;426.461
3;1;2;30;0;53.507;102.119;23.799;38.616;132.366
3;1;2;45;0;54.071;170.201;24.987;39.451;536.802
3;1;3;0;0;53.27;211.983;28.081;41.262;635.987
3;1;3;15;0;54.705;158.771;26.874;40.642;446.8
3;1;3;30;0;59.719;108.154;23.509;38.381;243.235
3;1;3;45;0;58.723;98.291;23.819;38.682;200.974
3;1;4;0;0;63.689;66.438;21.533;36.585;145.732
3;1;4;15;0;65.131;60.586;21.321;36.3;61.254
3;1;4;30;0;66.125;24.038;20.383;35.472;23.676
3;1;4;45;0;69.783;17.091;18.822;33.845;53.986
3;1;5;0;0;70.139;28.533;18.841;33.925;71.061
3;1;5;15;0;69.775;47.004;18.709;33.87;147.916
3;1;5;30;0;69.081;43.428;18.751;33.856;113.453
3;1;5;45;0;69.86;35.548;19.299;34.14;55.663
3;1;6;0;0;72.393;6.977;17.695;32.562;6.761
3;1;6;15;0;73.24;1.437;17.565;32.23;0
3;1;6;30;0;76.028;1.054;17.145;31.307;0
3;1;6;45;0;77.093;1.055;16.106;30.303;0
3;1;7;0;0;77.559;1.044;15.138;29.447;0
3;1;7;15;0;77.448;1.047;15.403;29.771;0
3;1;7;30;0;78.715;1.05;15.846;29.913;0
3;1;7;45;0;79.895;1.049;15.548;29.643;0
3;1;8;0;0;80.825;1.039;14.713;28.744;0
3;1;8;15;0;81.94;1.031;14.103;28.027;0
3;1;8;30;0;82.061;1.031;13.978;27.828;0
3;1;8;45;0;81.205;1.029;14.103;27.967;0.025
3;1;9;0;0;80.505;1.029;13.932;27.594;0
3;1;9;15;0;81.549;1.031;14.43;27.483;0.22
3;1;9;30;0;81.571;1.031;14.074;27.07;0
3;1;9;45;0;82.288;1.026;13.919;26.648;0
3;1;10;0;0;81.733;1.025;13.471;26.414;0
3;1;10;15;0;80.947;1.027;13.92;27.021;0.501
3;1;10;30;0;79.763;1.031;14.649;27.841;0.06
3;1;10;45;0;78.802;1.027;14.344;27.673;0
3;1;11;0;0;76.899;1.025;14.119;27.551;0.027
3;1;11;15;0;77.737;1.029;14.435;27.778;0
3;1;11;30;0;83.698;1.016;12.741;24.861;0
3;1;11;45;0;84.067;1.011;12.143;23.998;0
4;1;12;0;1;83.913;1.013;12.77;24.531;0.136
4;1;12;15;1;83.069;1.02;12.849;24.782;0
4;1;12;30;1;81.371;1.017;12.51;24.787;0
4;1;12;45;1;80.553;1.015;12.317;24.683;0
4;1;1;0;1;82.589;1.013;12.179;23.944;0
4;1;1;15;1;84.569;1.004;11.207;22.228;0
4;1;1;30;1;85.13;1.001;10.417;20.961;0
4;1;1;45;1;84.799;1.003;10.047;20.348;0
4;1;2;0;1;84.087;1.005;9.974;20.161;0
4;1;2;15;1;83.154;1.007;9.984;19.953;0
4;1;2;30;1;83.217;1.002;9.524;19.119;0
4;1;2;45;1;83.823;1.001;9.357;18.732;0
4;1;3;0;1;84.033;1.001;9.063;18.321;0
4;1;3;15;1;83.251;1.004;9.205;18.733;0.001
4;1;3;30;1;82.955;1.003;9.065;18.167;0.223
4;1;3;45;1;82.769;1.007;9.739;18.937;0.106
4;1;4;0;1;81.781;1.005;9.931;19.229;0
4;1;4;15;1;82.013;1.001;10.042;19.088;0
4;1;4;30;1;82.642;0.998;9.347;18.23;0
4;1;4;45;1;82.567;0.99;8.983;17.675;0
4;1;5;0;1;82.669;0.999;9.165;17.899;0
4;1;5;15;1;83.445;0.999;8.7;17.373;0
4;1;5;30;1;84.245;0.999;8.283;16.921;0.001
4;1;5;45;1;83.081;1.001;8.686;17.693;0.03
4;1;6;0;1;83.588;1.974;8.503;17.185;0.639
4;1;6;15;1;82.779;8.553;8.891;17.869;7.106
4;1;6;30;1;82.909;24.406;9.369;18.101;23.425
4;1;6;45;1;82.413;33.007;9.577;18.389;32.115
4;1;7;0;1;82.36;95.297;10.278;19.125;72.806
4;1;7;15;1;75.395;250.509;17.075;27.701;162.779
4;1;7;30;1;67.707;339.928;23.226;34.195;226.981
4;1;7;45;1;65.101;408.44;26.619;37.06;283.297
4;1;8;0;1;62.562;487.752;31.67;40.35;346.901
4;1;8;15;1;62.877;549.153;34.362;41.443;401.589
4;1;8;30;1;58.372;611.917;38.318;43.392;462.385
4;1;8;45;1;60.029;673.725;40.457;43.805;522.301
4;1;9;0;1;57.363;722.733;42.463;44.421;575.165
4;1;9;15;1;47.915;778.294;45.341;44.917;634.614
4;1;9;30;1;46.687;822.163;46.291;44.912;685.209
4;1;9;45;1;47.061;840.093;46.539;44.97;717.631
4;1;10;0;1;47.158;858.947;45.528;44.896;745.269
4;1;10;15;1;43.757;888.271;50.739;44.907;784.561
4;1;10;30;1;46.549;907.147;45.955;44.942;808.331
4;1;10;45;1;42.431;941.69;50.289;44.877;854.319
4;1;11;0;1;44.403;944.208;45.607;44.925;863.199
4;1;11;15;1;41.875;952.446;46.88;44.946;884.905
4;1;11;30;1;39.507;969.094;49.144;44.843;910.065
4;1;11;45;1;41.274;965.816;45.025;44.879;914.991
4;1;12;0;0;38.703;960.347;48.338;44.856;920.786
4;1;12;15;0;37.997;938.161;47.861;44.81;906.915
4;1;12;30;0;34.403;918.981;51.869;44.059;901.245
4;1;12;45;0;36.325;875.654;46.907;44.809;871.022
4;1;1;0;0;35.451;829.862;43.242;44.717;846.24
4;1;1;15;0;35.639;333.304;37.099;43.691;363.293
4;1;1;30;0;39.387;605.354;39.275;44.406;804.668
4;1;1;45;0;40.274;189.423;32.37;42.852;600.811
4;1;2;0;0;39.618;212.217;28.385;41.677;640.451
4;1;2;15;0;44.48;208.43;29.245;41.716;305.368
4;1;2;30;0;47.447;230.477;29.439;41.498;667.886
4;1;2;45;0;45.979;241.681;29.808;42.046;714.269
4;1;3;0;0;48.03;225.975;29.743;42.106;654.977
4;1;3;15;0;50.317;197.733;27.219;40.872;583.969
4;1;3;30;0;53.109;197.65;26.715;40.508;589.539
4;1;3;45;0;55.432;209.938;27.062;40.548;526.994
4;1;4;0;0;57.797;191.671;26.315;39.945;492.983
4;1;4;15;0;57.438;199.668;26.53;40.059;435.213
4;1;4;30;0;60.921;193.261;27.151;39.923;403.974
4;1;4;45;0;59.081;171.792;26.035;39.538;372.458
4;1;5;0;0;59.277;151.212;25.153;38.936;288.965
4;1;5;15;0;60.044;119.645;24.364;38.421;212.714
4;1;5;30;0;63.555;67.951;22.018;36.516;112.737
4;1;5;45;0;66.245;30.37;19.991;34.752;40.679
4;1;6;0;0;70.362;7.451;19.031;33.346;4.042
4;1;6;15;0;71.427;1.697;18.198;32.586;0
4;1;6;30;0;70.648;1.054;17.057;31.87;0
4;1;6;45;0;71.789;1.059;17.137;31.704;0
4;1;7;0;0;71.989;1.056;16.951;31.297;0
4;1;7;15;0;72.015;1.053;16.36;30.851;0
4;1;7;30;0;72.777;1.051;16.082;30.525;0
4;1;7;45;0;74.323;1.049;15.652;29.825;0
4;1;8;0;0;75.306;1.045;15.686;29.923;0
4;1;8;15;0;77.715;1.046;15.802;29.85;0
4;1;8;30;0;80.342;1.037;15.036;28.822;0
4;1;8;45;0;79.783;1.038;14.849;28.621;0
4;1;9;0;0;78.949;1.04;15.266;29.107;0
4;1;9;15;0;78.24;1.033;15.065;28.915;0
4;1;9;30;0;75.073;1.039;15.297;29.338;0
4;1;9;45;0;75.185;1.037;15.263;29.102;0
4;1;10;0;0;75.719;1.039;15.152;28.903;0
4;1;10;15;0;76.877;1.037;15.085;28.657;0
4;1;10;30;0;78.819;1.033;15.151;28.523;0
4;1;10;45;0;79.555;1.032;14.751;28.051;0
4;1;11;0;0;79.276;1.029;14.82;28.126;0
4;1;11;15;0;77.762;1.031;14.916;28.278;0
4;1;11;30;0;77.397;1.03;14.652;27.928;0
4;1;11;45;0;78.109;1.025;14.315;27.462;0
5;1;12;0;1;78.643;1.024;14.261;27.305;0
5;1;12;15;1;77.576;1.028;14.532;27.723;0
5;1;12;30;1;77.951;1.023;14.468;27.526;0
5;1;12;45;1;78.693;1.022;14.099;27.05;0
5;1;1;0;1;77.65;1.024;14.098;27.19;0
5;1;1;15;1;78.057;1.022;14.196;27.146;0
5;1;1;30;1;78.498;1.023;14.08;26.792;0
5;1;1;45;1;79.038;1.021;13.837;26.514;0
5;1;2;0;1;80.066;1.017;13.758;26.325;0
5;1;2;15;1;81.295;1.015;13.733;26.109;0
5;1;2;30;1;81.947;1.015;13.539;25.673;0
5;1;2;45;1;81.624;1.011;13.213;25.251;0
5;1;3;0;1;80.081;1.011;13.239;25.519;0
5;1;3;15;1;78.989;1.013;13.485;25.901;0
5;1;3;30;1;78.386;1.012;13.003;25.193;0
5;1;3;45;1;79.119;1.008;12.511;24.64;0
5;1;4;0;1;78.579;1.009;11.808;23.801;0
5;1;4;15;1;79.301;1.003;11.55;23.546;0
5;1;4;30;1;78.181;1.001;11.003;22.927;0
5;1;4;45;1;78.523;1.001;11.215;22.908;0.058
5;1;5;0;1;79.312;1.005;11.382;22.937;0.016
5;1;5;15;1;79.614;1.001;11.116;22.647;0.004
5;1;5;30;1;81.299;0.998;10.774;21.845;0
5;1;5;45;1;83.586;0.997;10.113;20.526;0
5;1;6;0;1;86.305;1.348;9.231;18.635;0.002
5;1;6;15;1;83.489;5.406;9.042;18.092;3.777
5;1;6;30;1;81.751;13.315;9.091;17.997;13.761
5;1;6;45;1;80.203;21.055;9.237;18.035;23.027
5;1;7;0;1;78.657;83.517;9.903;18.76;60.541
5;1;7;15;1;74.076;278.45;16.409;26.053;173.8
5;1;7;30;1;70.899;350.191;21.351;31.187;229.952
5;1;7;45;1;68.964;418.597;24.806;34.262;287.009
5;1;8;0;1;63.246;495.816;30.16;38.657;353.933
5;1;8;15;1;56.219;564.347;35.654;42.129;415.653
5;1;8;30;1;52.005;626.355;39.685;43.896;473.538
5;1;8;45;1;50.859;674.951;41.919;44.415;524.641
5;1;9;0;1;46.423;731.849;43.425;44.7;582.122
5;1;9;15;1;43.595;777.84;44.419;44.634;635.002
5;1;9;30;1;41.247;812.258;47.105;44.857;682.137
5;1;9;45;1;34.762;839.757;48.013;44.77;718.641
5;1;10;0;1;31.772;887.195;47.631;44.697;770.289
5;1;10;15;1;33.459;903.138;47.447;44.658;801.461
5;1;10;30;1;32.617;928.251;52.23;44.52;831.456
5;1;10;45;1;30.718;958.533;51.567;44.392;875.531
5;1;11;0;1;31.934;935.093;48.263;44.691;858.595
5;1;11;15;1;32.06;983.095;48.325;44.686;912.315
5;1;11;30;1;34.053;984.633;49.025;44.715;923.163
5;1;11;45;1;35.341;996.295;49.286;44.698;942.793
5;1;12;0;0;37.463;1006.347;46.583;44.836;960.788
5;1;12;15;0;35.495;998.715;50.956;44.502;965.633
5;1;12;30;0;36.761;1008.902;47.747;44.799;990.071
5;1;12;45;0;35.11;966.429;51.667;44.321;971.154
5;1;1;0;0;35.572;685.261;45.416;44.376;705.478
5;1;1;15;0;44.324;352.387;33.513;42.674;370.467
5;1;1;30;0;51.528;122.011;25.281;38.81;129.103
5;1;1;45;0;47.825;179.427;25.691;39.012;240.915
5;1;2;0;0;43.893;206.963;27.169;40.172;524.338
5;1;2;15;0;44.92;170.223;26.555;39.853;301.264
5;1;2;30;0;45.681;149.338;26.383;39.727;176.538
5;1;2;45;0;52.002;88.732;24.187;38.239;115.079
5;1;3;0;0;51.983;92.137;22.983;37.432;116.924
5;1;3;15;0;48.295;153.787;25.453;39.284;369.305
5;1;3;30;0;50.106;159.275;26.693;39.957;539.743
5;1;3;45;0;50.599;123.853;25.147;39.054;267.9
5;1;4;0;0;49.879;161.524;25.808;39.497;459.407
5;1;4;15;0;51.742;94.7;24.114;38.497;391.8
5;1;4;30;0;53.741;101.785;23.252;37.569;349.943
5;1;4;45;0;51.628;63.323;22.467;37.207;236.131
5;1;5;0;0;56.797;33.807;21.238;36.109;120.851
5;1;5;15;0;60.279;28.115;19.969;35.088;111.554
5;1;5;30;0;61.001;16.039;19.663;34.734;38.908
5;1;5;45;0;66.16;4.777;18.727;33.454;2.917
5;1;6;0;0;69.09;1.809;17.779;32.403;0
5;1;6;15;0;70.787;1.057;16.971;31.672;0
5;1;6;30;0;71.814;1.054;16.449;30.988;0
5;1;6;45;0;71.468;1.055;16.346;30.693;0
5;1;7;0;0;76.135;1.043;15.267;29.059;0
5;1;7;15;0;75.597;1.039;14.951;28.722;0
5;1;7;30;0;75.756;1.041;15.001;28.763;0
5;1;7;45;0;74.413;1.041;15.191;29.124;0
5;1;8;0;0;75.038;1.032;14.474;28.053;0
5;1;8;15;0;75.217;1.029;14.394;27.898;0
5;1;8;30;0;74.133;1.033;14.791;28.594;0
5;1;8;45;0;75.573;1.029;14.497;28.02;0
5;1;9;0;0;76.458;1.026;14.196;27.53;0
5;1;9;15;0;77.959;1.026;14.291;27.439;0
5;1;9;30;0;77.691;1.028;14.389;27.613;0
